전철역명,호선,주소,위도,경도,구
한티,수인분당선,서울 강남구 선릉로 지하 228,37.4962424687085,127.052882352599,강남구
강남구청,수인분당선,서울 강남구 학동로 지하 346,37.5171892352971,127.04130142966,강남구
압구정로데오,수인분당선,서울 강남구 압구정로 지하 402,37.5272937126775,127.040512934835,강남구
대모산입구,수인분당선,서울 강남구 개포로 지하 522,37.4915453291369,127.07316864715,강남구
서울숲,수인분당선,서울 성동구 왕십리로 지하 77,37.5436182408959,127.044706934942,성동구
청량리,수인분당선,서울 동대문구 왕산로 214,37.584197400389,127.05114503929,동대문구
복정,수인분당선,서울 송파구 송파대로 지하 6,37.4710560005054,127.126771228018,송파구
왕십리,수인분당선,서울 성동구 왕십리광장로 17,37.5614417528647,127.038394194396,성동구
개포동,수인분당선,서울 강남구 개포로 지하 403,37.4870878178945,127.059265605498,강남구
수서,수인분당선,서울 강남구 광평로 지하 270,37.4873889933503,127.101859191018,강남구
구룡,수인분당선,서울 강남구 개포로 지하 403,37.4870878178945,127.059265605498,강남구
도곡,수인분당선,서울 강남구 남부순환로 지하 2814,37.4908647717187,127.05532337372,강남구
당곡,신림선,서울 관악구 보라매로 6,37.4902109436726,126.927572842341,관악구
관악산,신림선,서울 관악구 신림로 23,37.4686763726432,126.945520000298,관악구
서울대벤처타운,신림선,서울 관악구 신림로 144,37.4720450922123,126.933906223213,관악구
서원,신림선,서울 관악구 신림로 258,37.4781746155507,126.933183367373,관악구
신림,신림선,서울 관악구 신림로 23,37.4686763726432,126.945520000298,관악구
보라매병원,신림선,서울 동작구 보라매로5길 지하 24,37.4929684272283,126.923771404003,동작구
보라매공원,신림선,서울 동작구 여의대방로20길 지하 11,37.4954368394551,126.91826674273,동작구
보라매,신림선,서울 동작구 여의대방로20길 지하 11,37.4954368394551,126.91826674273,동작구
서울지방병무청,신림선,서울 동작구 여의대방로 지하 218,37.5058785125848,126.922556721072,동작구
대방,신림선,서울 동작구 상도로 지하 2,37.499910050321,126.920489390309,동작구
샛강,신림선,서울 영등포구 의사당대로 지하 166,37.5166296972081,126.929079682137,영등포구
신사,신분당선,서울 강남구 강남대로 620-2,37.5171124958274,127.019494541135,강남구
논현,신분당선,서울 강남구 강남대로 620-2,37.5171124958274,127.019494541135,강남구
신논현,신분당선,서울 강남구 강남대로 302-2,37.4903503986844,127.031507463771,강남구
강남,신분당선,서울 강남구 강남대로 620-2,37.5171124958274,127.019494541135,강남구
양재,신분당선,서울 서초구 매헌로 지하 116,37.4699787301083,127.038325774107,서초구
양재시민의숲,신분당선,서울 서초구 매헌로 지하 116,37.4699787301083,127.038325774107,서초구
청계산입구,신분당선,서울 서초구 청계산로 지하 179,37.4483676641102,127.054631961335,서초구
북한산우이,우이신설경전철,서울 성북구 보국문로 지하 88,37.6121461272569,127.008208009279,성북구
4.19민주묘지,우이신설경전철,서울 강북구 삼양로 519,37.6494786329719,127.013478245674,강북구
가오리,우이신설경전철,서울 강북구 솔샘로 지하 189,37.6202522935181,127.013408969328,강북구
화계,우이신설경전철,서울 강북구 삼양로 519,37.6494786329719,127.013478245674,강북구
삼양,우이신설경전철,서울 강북구 솔샘로 지하 189,37.6202522935181,127.013408969328,강북구
삼양사거리,우이신설경전철,서울 강북구 삼양로 197,37.6214280999689,127.020237295242,강북구
솔샘,우이신설경전철,서울 성북구 아리랑로 지하 122,37.6026876819314,127.013496185509,성북구
성신여대입구,우이신설경전철,서울 동대문구 왕산로 지하 1,37.5747187974165,127.025093714935,동대문구
정릉,우이신설경전철,서울 성북구 보국문로 지하 88,37.6121461272569,127.008208009279,성북구
북한산보국문,우이신설경전철,서울 성북구 보국문로 지하 88,37.6121461272569,127.008208009279,성북구
신설동,우이신설경전철,서울 성북구 동소문로 지하 102,37.5927179261346,127.016477649743,성북구
보문,우이신설경전철,서울 성북구 아리랑로 지하 122,37.6026876819314,127.013496185509,성북구
솔밭공원,우이신설경전철,서울 강북구 삼양로 595,37.6561546882896,127.013091650663,강북구
